severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,608,SENATOR CORY BOOKER,2023,BANNER ORGANIZATION TOTALS,3432.65,status=warn; banner=3432.65; parsed_body=647.56. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|608|SENATOR CORY BOOKER|2023|BANNER ORGANIZATION TOTALS|3432.65
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,609,INTERN COMPENSATION - BOOKER,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|609|INTERN COMPENSATION - BOOKER|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,610,SENATOR CORY BOOKER,2024,BANNER NET PAYROLL,890.44,status=fail; banner=890.44; parsed_body=394.65. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|610|SENATOR CORY BOOKER|2024|BANNER NET PAYROLL|890.44
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,610,SENATOR CORY BOOKER,2024,BANNER ORGANIZATION TOTALS,96271.19,status=warn; banner=96271.19; parsed_body=72331.99. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|610|SENATOR CORY BOOKER|2024|BANNER ORGANIZATION TOTALS|96271.19
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,613,INTERN COMPENSATION - BOOKER,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|613|INTERN COMPENSATION - BOOKER|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,614,SENATOR CORY BOOKER,2025,BANNER NET PAYROLL,2013469.71,status=fail; banner=2013469.71; parsed_body=2013965.5. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|614|SENATOR CORY BOOKER|2025|BANNER NET PAYROLL|2013469.71
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,614,SENATOR CORY BOOKER,2025,BANNER ORGANIZATION TOTALS,2097340.25,status=warn; banner=2097340.25; parsed_body=2055440.43. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|614|SENATOR CORY BOOKER|2025|BANNER ORGANIZATION TOTALS|2097340.25
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,622,SENATOR JOHN BOOZMAN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|622|SENATOR JOHN BOOZMAN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,623,INTERN COMPENSATION - BOOZMAN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|623|INTERN COMPENSATION - BOOZMAN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,624,SENATOR JOHN BOOZMAN,2024,BANNER ORGANIZATION TOTALS,51063.22,status=warn; banner=51063.22; parsed_body=8465.53. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|624|SENATOR JOHN BOOZMAN|2024|BANNER ORGANIZATION TOTALS|51063.22
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,627,INTERN COMPENSATION - BOOZMAN,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|627|INTERN COMPENSATION - BOOZMAN|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,628,SENATOR JOHN BOOZMAN,2025,BANNER ORGANIZATION TOTALS,1687915.41,status=warn; banner=1687915.41; parsed_body=1655401.12. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|628|SENATOR JOHN BOOZMAN|2025|BANNER ORGANIZATION TOTALS|1687915.41
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,640,SENATOR MIKE BRAUN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|640|SENATOR MIKE BRAUN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,641,INTERN COMPENSATION - BRAUN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|641|INTERN COMPENSATION - BRAUN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,642,SENATOR MIKE BRAUN,2024,BANNER ORGANIZATION TOTALS,22043.76,status=warn; banner=22043.76; parsed_body=13547.98. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|642|SENATOR MIKE BRAUN|2024|BANNER ORGANIZATION TOTALS|22043.76
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,645,INTERN COMPENSATION - BRAUN,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|645|INTERN COMPENSATION - BRAUN|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,646,SENATOR MIKE BRAUN,2025,BANNER ORGANIZATION TOTALS,1308177.31,status=warn; banner=1308177.31; parsed_body=1293190.21. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|646|SENATOR MIKE BRAUN|2025|BANNER ORGANIZATION TOTALS|1308177.31
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,653,SENATOR KATIE BRITT,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|653|SENATOR KATIE BRITT|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,654,INTERN COMPENSATION - BRITT,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|654|INTERN COMPENSATION - BRITT|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,655,SENATOR KATIE BRITT,2024,BANNER NET PAYROLL,2041.5,status=banner_missing; banner=2041.5; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|655|SENATOR KATIE BRITT|2024|BANNER NET PAYROLL|2041.5
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,655,SENATOR KATIE BRITT,2024,BANNER ORGANIZATION TOTALS,182683.94,status=warn; banner=182683.94; parsed_body=166080.48. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|655|SENATOR KATIE BRITT|2024|BANNER ORGANIZATION TOTALS|182683.94
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,661,INTERN COMPENSATION - BRITT,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|661|INTERN COMPENSATION - BRITT|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,662,SENATOR KATIE BRITT,2025,BANNER NET PAYROLL,1768633.95,status=fail; banner=1768633.95; parsed_body=1770675.45. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|662|SENATOR KATIE BRITT|2025|BANNER NET PAYROLL|1768633.95
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,662,SENATOR KATIE BRITT,2025,BANNER ORGANIZATION TOTALS,1942252.22,status=warn; banner=1942252.22; parsed_body=1853441.97. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|662|SENATOR KATIE BRITT|2025|BANNER ORGANIZATION TOTALS|1942252.22
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,676,SENATOR SHERROD BROWN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|676|SENATOR SHERROD BROWN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,677,INTERN COMPENSATION - BROWN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|677|INTERN COMPENSATION - BROWN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,678,SENATOR SHERROD BROWN,2024,BANNER NET PAYROLL,2453.83,status=fail; banner=2453.83; parsed_body=614.16. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|678|SENATOR SHERROD BROWN|2024|BANNER NET PAYROLL|2453.83
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,678,SENATOR SHERROD BROWN,2024,BANNER ORGANIZATION TOTALS,32912.18,status=warn; banner=32912.18; parsed_body=16977.47. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|678|SENATOR SHERROD BROWN|2024|BANNER ORGANIZATION TOTALS|32912.18
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,682,INTERN COMPENSATION - BROWN,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|682|INTERN COMPENSATION - BROWN|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,683,SENATOR SHERROD BROWN,2025,BANNER NET PAYROLL,1532760.29,status=fail; banner=1532760.29; parsed_body=1531795.72. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|683|SENATOR SHERROD BROWN|2025|BANNER NET PAYROLL|1532760.29
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,683,SENATOR SHERROD BROWN,2025,BANNER ORGANIZATION TOTALS,1598891.23,status=warn; banner=1598891.23; parsed_body=1580713.74. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|683|SENATOR SHERROD BROWN|2025|BANNER ORGANIZATION TOTALS|1598891.23
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,692,INTERN COMPENSATION - BROWN,2025,BANNER NET PAYROLL,25800.0,status=fail; banner=25800.0; parsed_body=28604.24. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|692|INTERN COMPENSATION - BROWN|2025|BANNER NET PAYROLL|25800.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,692,INTERN COMPENSATION - BROWN,2025,BANNER ORGANIZATION TOTALS,25800.0,status=warn; banner=25800.0; parsed_body=28604.24. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|692|INTERN COMPENSATION - BROWN|2025|BANNER ORGANIZATION TOTALS|25800.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,693,SENATOR THEODORE BUDD,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|693|SENATOR THEODORE BUDD|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,694,INTERN COMPENSATION - BUDD,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|694|INTERN COMPENSATION - BUDD|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,695,SENATOR THEODORE BUDD,2024,BANNER ORGANIZATION TOTALS,129594.35,status=warn; banner=129594.35; parsed_body=53114.19. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|695|SENATOR THEODORE BUDD|2024|BANNER ORGANIZATION TOTALS|129594.35
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,699,INTERN COMPENSATION - BUDD,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|699|INTERN COMPENSATION - BUDD|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,700,SENATOR THEODORE BUDD,2025,BANNER ORGANIZATION TOTALS,1909270.92,status=warn; banner=1909270.92; parsed_body=1880728.8. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|700|SENATOR THEODORE BUDD|2025|BANNER ORGANIZATION TOTALS|1909270.92
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,717,SENATOR RICHARD BURR,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|717|SENATOR RICHARD BURR|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,718,INTERN COMPENSATION - BURR,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|718|INTERN COMPENSATION - BURR|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,719,SENATOR LAPHONZA BUTLER,2024,BANNER NET PAYROLL,2644.43,status=fail; banner=2644.43; parsed_body=2447.21. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|719|SENATOR LAPHONZA BUTLER|2024|BANNER NET PAYROLL|2644.43
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,719,SENATOR LAPHONZA BUTLER,2024,BANNER ORGANIZATION TOTALS,59881.41,status=warn; banner=59881.41; parsed_body=40658.91. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|719|SENATOR LAPHONZA BUTLER|2024|BANNER ORGANIZATION TOTALS|59881.41
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,723,INTERN COMPENSATION - BUTLER,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|723|INTERN COMPENSATION - BUTLER|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,724,SENATOR LAPHONZA BUTLER,2025,BANNER NET PAYROLL,1192718.99,status=fail; banner=1192718.99; parsed_body=1192916.21. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|724|SENATOR LAPHONZA BUTLER|2025|BANNER NET PAYROLL|1192718.99
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,724,SENATOR LAPHONZA BUTLER,2025,BANNER ORGANIZATION TOTALS,1227373.83,status=warn; banner=1227373.83; parsed_body=1212434.38. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|724|SENATOR LAPHONZA BUTLER|2025|BANNER ORGANIZATION TOTALS|1227373.83
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,730,SENATOR MARIA CANTWELL,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|730|SENATOR MARIA CANTWELL|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,732,SENATOR MARIA CANTWELL,2024,BANNER NET PAYROLL,607.39,status=fail; banner=607.39; parsed_body=1128.45. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|732|SENATOR MARIA CANTWELL|2024|BANNER NET PAYROLL|607.39
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,732,SENATOR MARIA CANTWELL,2024,BANNER ORGANIZATION TOTALS,26303.96,status=warn; banner=26303.96; parsed_body=18220.61. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|732|SENATOR MARIA CANTWELL|2024|BANNER ORGANIZATION TOTALS|26303.96
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,736,INTERN COMPENSATION - CANTWELL,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|736|INTERN COMPENSATION - CANTWELL|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,737,SENATOR MARIA CANTWELL,2025,BANNER NET PAYROLL,2008139.88,status=fail; banner=2008139.88; parsed_body=2007618.82. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|737|SENATOR MARIA CANTWELL|2025|BANNER NET PAYROLL|2008139.88
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,737,SENATOR MARIA CANTWELL,2025,BANNER ORGANIZATION TOTALS,2093762.53,status=fail; banner=2093762.53; parsed_body=2045623.83. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|737|SENATOR MARIA CANTWELL|2025|BANNER ORGANIZATION TOTALS|2093762.53
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,745,SENATOR SHELLEY MOORE CAPITO,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|745|SENATOR SHELLEY MOORE CAPITO|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,746,INTERN COMPENSATION - CAPITO,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|746|INTERN COMPENSATION - CAPITO|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,747,SENATOR SHELLEY MOORE CAPITO,2024,BANNER ORGANIZATION TOTALS,41402.72,status=warn; banner=41402.72; parsed_body=33467.81. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|747|SENATOR SHELLEY MOORE CAPITO|2024|BANNER ORGANIZATION TOTALS|41402.72
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,749,INTERN COMPENSATION - CAPITO,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|749|INTERN COMPENSATION - CAPITO|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,750,SENATOR SHELLEY MOORE CAPITO,2025,BANNER ORGANIZATION TOTALS,1765483.5,status=warn; banner=1765483.5; parsed_body=1687154.57. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|750|SENATOR SHELLEY MOORE CAPITO|2025|BANNER ORGANIZATION TOTALS|1765483.5
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,764,SENATOR BENJAMIN L. CARDIN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|764|SENATOR BENJAMIN L. CARDIN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,765,INTERN COMPENSATION - CARDIN,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|765|INTERN COMPENSATION - CARDIN|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,766,SENATOR BENJAMIN L. CARDIN,2024,BANNER ORGANIZATION TOTALS,27014.09,status=warn; banner=27014.09; parsed_body=19740.4. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|766|SENATOR BENJAMIN L. CARDIN|2024|BANNER ORGANIZATION TOTALS|27014.09
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,768,INTERN COMPENSATION - CARDIN,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|768|INTERN COMPENSATION - CARDIN|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,769,SENATOR BENJAMIN L. CARDIN,2025,BANNER ORGANIZATION TOTALS,1426522.72,status=warn; banner=1426522.72; parsed_body=1417393.14. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|769|SENATOR BENJAMIN L. CARDIN|2025|BANNER ORGANIZATION TOTALS|1426522.72
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,773,SENATOR THOMAS R. CARPER,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|773|SENATOR THOMAS R. CARPER|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,774,INTERN COMPENSATION - CARPER,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|774|INTERN COMPENSATION - CARPER|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,775,SENATOR THOMAS R. CARPER,2024,BANNER NET PAYROLL,756.76,status=banner_missing; banner=756.76; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|775|SENATOR THOMAS R. CARPER|2024|BANNER NET PAYROLL|756.76
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,775,SENATOR THOMAS R. CARPER,2024,BANNER ORGANIZATION TOTALS,7537.08,status=warn; banner=7537.08; parsed_body=2973.17. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|775|SENATOR THOMAS R. CARPER|2024|BANNER ORGANIZATION TOTALS|7537.08
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,777,INTERN COMPENSATION - CARPER,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|777|INTERN COMPENSATION - CARPER|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,778,SENATOR THOMAS R. CARPER,2025,BANNER NET PAYROLL,1295794.08,status=fail; banner=1295794.08; parsed_body=1296550.84. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|778|SENATOR THOMAS R. CARPER|2025|BANNER NET PAYROLL|1295794.08
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,778,SENATOR THOMAS R. CARPER,2025,BANNER ORGANIZATION TOTALS,1325102.44,status=warn; banner=1325102.44; parsed_body=1318830.82. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|778|SENATOR THOMAS R. CARPER|2025|BANNER ORGANIZATION TOTALS|1325102.44
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,786,SENATOR ROBERT CASEY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|786|SENATOR ROBERT CASEY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,787,INTERN COMPENSATION - CASEY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|787|INTERN COMPENSATION - CASEY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,788,SENATOR ROBERT CASEY,2024,BANNER NET PAYROLL,4382.77,status=fail; banner=4382.77; parsed_body=2195.5. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|788|SENATOR ROBERT CASEY|2024|BANNER NET PAYROLL|4382.77
warning,banner_check_discrepancy,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,788,SENATOR ROBERT CASEY,2024,BANNER ORGANIZATION TOTALS,18082.06,status=warn; banner=18082.06; parsed_body=8876.69. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_discrepancy|788|SENATOR ROBERT CASEY|2024|BANNER ORGANIZATION TOTALS|18082.06
warning,banner_check_missing,119sdoc3,GPO-CDOC-119sdoc3-1.pdf,791,INTERN COMPENSATION - CASEY,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc3|banner_check_missing|791|INTERN COMPENSATION - CASEY|2024|BANNER NET PAYROLL|0.0
